id	date	temp
0	2020-12-08 09:30:00	29
4	2020-12-08 09:29:00	31
6	2020-12-08 09:28:00	29
8	2020-12-08 09:26:00	29
12	2020-12-08 09:24:00	29
14	2020-12-08 09:22:00	29
18	2020-12-08 09:20:00	29
22	2020-12-08 09:18:00	29
26	2020-12-08 09:16:00	29
28	2020-12-08 09:14:00	29
30	2020-12-08 09:12:00	29
34	2020-12-08 09:08:00	29
38	2020-12-08 09:05:00	29
40	2020-12-08 09:04:00	30
43	2020-12-08 09:03:00	30
44	2020-12-08 09:01:00	30
45	2020-12-08 09:00:00	29
47	2020-12-08 08:58:00	29
50	2020-12-08 08:55:00	30
54	2020-12-08 08:52:00	29
56	2020-12-08 08:51:00	31
57	2020-12-08 08:50:00	29
59	2020-12-08 08:48:00	29
60	2020-12-08 08:46:00	29
62	2020-12-08 08:42:00	29
65	2020-12-08 08:41:00	30
67	2020-12-08 08:40:00	29
69	2020-12-08 08:38:00	29
71	2020-12-08 08:36:00	29
73	2020-12-08 08:34:00	29
77	2020-12-08 08:32:00	29
81	2020-12-08 08:30:00	29
83	2020-12-08 08:28:00	29
87	2020-12-08 08:26:00	29
91	2020-12-08 08:24:00	29
95	2020-12-08 08:22:00	29
99	2020-12-08 08:20:00	29
101	2020-12-08 08:18:00	29
103	2020-12-08 08:17:00	30
105	2020-12-08 08:16:00	29
109	2020-12-08 08:15:00	30
111	2020-12-08 08:12:00	29
115	2020-12-08 08:10:00	29
117	2020-12-08 08:08:00	29
121	2020-12-08 08:06:00	29
125	2020-12-08 08:04:00	29
129	2020-12-08 08:03:00	29
130	2020-12-08 08:02:00	29
131	2020-12-08 08:01:00	29
132	2020-12-08 07:58:00	29
133	2020-12-08 07:56:00	29
137	2020-12-08 07:54:00	29
138	2020-12-08 07:52:00	29
142	2020-12-08 07:51:00	29
143	2020-12-08 07:50:00	29
146	2020-12-08 07:46:00	29
147	2020-12-08 07:44:00	29
149	2020-12-08 07:41:00	29
150	2020-12-08 07:34:00	29
151	2020-12-08 07:33:00	29
152	2020-12-08 07:31:00	29
153	2020-12-08 07:30:00	29
154	2020-12-08 07:28:00	29
155	2020-12-08 07:27:00	29
157	2020-12-08 07:25:00	29
158	2020-12-08 07:22:00	29
159	2020-12-08 07:18:00	29
160	2020-12-08 07:17:00	29
164	2020-12-08 07:06:00	29
166	2020-12-08 07:03:00	29
167	2020-12-08 06:57:00	29
170	2020-12-08 06:53:00	29
172	2020-12-08 06:52:00	29
174	2020-12-08 06:51:00	29
176	2020-12-08 06:50:00	29
178	2020-12-08 06:47:00	29
181	2020-12-08 06:42:00	29
182	2020-12-08 06:41:00	29
183	2020-12-08 06:39:00	29
185	2020-12-08 06:37:00	29
187	2020-12-08 06:35:00	29
188	2020-12-08 06:33:00	29
191	2020-12-08 06:30:00	29
192	2020-12-08 06:29:00	29
193	2020-12-08 06:25:00	29
194	2020-12-08 06:23:00	29
195	2020-12-08 06:22:00	29
196	2020-12-08 06:21:00	29
198	2020-12-08 06:19:00	29
199	2020-12-08 06:17:00	29
200	2020-12-08 06:16:00	29
201	2020-12-08 06:15:00	29
203	2020-12-08 06:14:00	29
204	2020-12-08 06:11:00	29
207	2020-12-08 06:09:00	29
208	2020-12-08 06:07:00	29
209	2020-12-08 06:06:00	29
210	2020-12-08 06:05:00	29
213	2020-12-08 06:01:00	29
215	2020-12-08 05:59:00	29
220	2020-12-08 05:55:00	29
221	2020-12-08 05:43:00	30
223	2020-12-08 05:41:00	29
224	2020-12-08 05:40:00	29
226	2020-12-08 05:37:00	30
227	2020-12-08 05:35:00	29
229	2020-12-08 05:33:00	30
230	2020-12-08 05:31:00	29
231	2020-12-08 05:29:00	29
235	2020-12-08 05:25:00	29
239	2020-12-08 05:23:00	29
243	2020-12-08 05:21:00	29
245	2020-12-08 05:20:00	29
246	2020-12-08 05:19:00	29
248	2020-12-08 05:17:00	29
249	2020-12-08 05:16:00	29
250	2020-12-08 05:15:00	29
252	2020-12-08 05:13:00	29
255	2020-12-08 05:12:00	29
258	2020-12-08 05:09:00	29
260	2020-12-08 05:08:00	29
